X,Y
436328.9,4850334
436333.9,4850334
436338.8,4850334
436343.7,4850334
436348.7,4850334
436353.6,4850334
436358.5,4850334
436363.5,4850334
436328.9,4850329
436333.9,4850329
436338.8,4850329
436343.7,4850329
436348.7,4850329
436353.6,4850329
436358.5,4850329
436363.5,4850329
436368.4,4850329
436373.3,4850329
436378.3,4850329
436383.2,4850329
436328.9,4850324
436333.9,4850324
436338.8,4850324
436343.7,4850324
436348.7,4850324
436353.6,4850324
436358.5,4850324
436363.5,4850324
436368.4,4850324
436373.3,4850324
436378.3,4850324
436383.2,4850324
436388.1,4850324
436393.1,4850324
436398,4850324
436328.9,4850319
436333.9,4850319
436338.8,4850319
436343.7,4850319
436348.7,4850319
436353.6,4850319
436358.5,4850319
436363.5,4850319
436368.4,4850319
436373.3,4850319
436378.3,4850319
436383.2,4850319
436388.1,4850319
436393.1,4850319
436398,4850319
436402.9,4850319
436407.9,4850319
436412.8,4850319
436328.9,4850314
436333.9,4850314
436338.8,4850314
436343.7,4850314
436348.7,4850314
436353.6,4850314
436358.5,4850314
436363.5,4850314
436368.4,4850314
436373.3,4850314
436378.3,4850314
436383.2,4850314
436388.1,4850314
436393.1,4850314
436398,4850314
436402.9,4850314
436407.9,4850314
436412.8,4850314
436417.7,4850314
436422.7,4850314
436328.9,4850309
436333.9,4850309
436338.8,4850309
436343.7,4850309
436348.7,4850309
436353.6,4850309
436358.5,4850309
436363.5,4850309
436368.4,4850309
436373.3,4850309
436378.3,4850309
436383.2,4850309
436388.1,4850309
436393.1,4850309
436398,4850309
436402.9,4850309
436407.9,4850309
436412.8,4850309
436417.7,4850309
436422.7,4850309
436427.6,4850309
436432.5,4850309
436328.9,4850304
436333.9,4850304
436338.8,4850304
436343.7,4850304
436348.7,4850304
436353.6,4850304
436358.5,4850304
436363.5,4850304
436368.4,4850304
436373.3,4850304
436378.3,4850304
436383.2,4850304
436388.1,4850304
436393.1,4850304
436398,4850304
436402.9,4850304
436407.9,4850304
436412.8,4850304
436417.7,4850304
436422.7,4850304
436427.6,4850304
436432.5,4850304
436437.4,4850304
436442.4,4850304
436328.9,4850299
436333.9,4850299
436338.8,4850299
436343.7,4850299
436348.7,4850299
436353.6,4850299
436358.5,4850299
436363.5,4850299
436368.4,4850299
436373.3,4850299
436378.3,4850299
436383.2,4850299
436388.1,4850299
436393.1,4850299
436398,4850299
436402.9,4850299
436407.9,4850299
436412.8,4850299
436417.7,4850299
436422.7,4850299
436427.6,4850299
436432.5,4850299
436437.4,4850299
436442.4,4850299
436447.3,4850299
436452.2,4850299
436328.9,4850294
436333.9,4850294
436338.8,4850294
436343.7,4850294
436348.7,4850294
436353.6,4850294
436358.5,4850294
436363.5,4850294
436368.4,4850294
436373.3,4850294
436378.3,4850294
436383.2,4850294
436388.1,4850294
436393.1,4850294
436398,4850294
436402.9,4850294
436407.9,4850294
436412.8,4850294
436417.7,4850294
436422.7,4850294
436427.6,4850294
436432.5,4850294
436437.4,4850294
436442.4,4850294
436447.3,4850294
436452.2,4850294
436457.2,4850294
436462.1,4850294
436328.9,4850289
436333.9,4850289
436338.8,4850289
436343.7,4850289
436348.7,4850289
436353.6,4850289
436358.5,4850289
436363.5,4850289
436368.4,4850289
436373.3,4850289
436378.3,4850289
436383.2,4850289
436388.1,4850289
436393.1,4850289
436398,4850289
436402.9,4850289
436407.9,4850289
436412.8,4850289
436417.7,4850289
436422.7,4850289
436427.6,4850289
436432.5,4850289
436437.4,4850289
436442.4,4850289
436447.3,4850289
436452.2,4850289
436457.2,4850289
436462.1,4850289
436467,4850289
436328.9,4850284
436333.9,4850284
436338.8,4850284
436343.7,4850284
436348.7,4850284
436353.6,4850284
436358.5,4850284
436363.5,4850284
436368.4,4850284
436373.3,4850284
436378.3,4850284
436383.2,4850284
436388.1,4850284
436393.1,4850284
436398,4850284
436402.9,4850284
436407.9,4850284
436412.8,4850284
436417.7,4850284
436422.7,4850284
436427.6,4850284
436432.5,4850284
436437.4,4850284
436442.4,4850284
436447.3,4850284
436452.2,4850284
436457.2,4850284
436462.1,4850284
436467,4850284
436472,4850284
436328.9,4850279
436333.9,4850279
436338.8,4850279
436343.7,4850279
436348.7,4850279
436353.6,4850279
436358.5,4850279
436363.5,4850279
436368.4,4850279
436373.3,4850279
436378.3,4850279
436383.2,4850279
436388.1,4850279
436393.1,4850279
436398,4850279
436402.9,4850279
436407.9,4850279
436412.8,4850279
436417.7,4850279
436422.7,4850279
436427.6,4850279
436432.5,4850279
436437.4,4850279
436442.4,4850279
436447.3,4850279
436452.2,4850279
436457.2,4850279
436462.1,4850279
436467,4850279
436472,4850279
436476.9,4850279
436328.9,4850274
436333.9,4850274
436338.8,4850274
436343.7,4850274
436348.7,4850274
436353.6,4850274
436358.5,4850274
436363.5,4850274
436368.4,4850274
436373.3,4850274
436378.3,4850274
436383.2,4850274
436388.1,4850274
436393.1,4850274
436398,4850274
436402.9,4850274
436407.9,4850274
436412.8,4850274
436417.7,4850274
436422.7,4850274
436427.6,4850274
436432.5,4850274
436437.4,4850274
436442.4,4850274
436447.3,4850274
436452.2,4850274
436457.2,4850274
436462.1,4850274
436467,4850274
436472,4850274
436476.9,4850274
436481.8,4850274
436486.8,4850274
436328.9,4850269
436333.9,4850269
436338.8,4850269
436343.7,4850269
436348.7,4850269
436353.6,4850269
436358.5,4850269
436363.5,4850269
436368.4,4850269
436373.3,4850269
436378.3,4850269
436383.2,4850269
436388.1,4850269
436393.1,4850269
436398,4850269
436402.9,4850269
436407.9,4850269
436412.8,4850269
436417.7,4850269
436422.7,4850269
436427.6,4850269
436432.5,4850269
436437.4,4850269
436442.4,4850269
436447.3,4850269
436452.2,4850269
436457.2,4850269
436462.1,4850269
436467,4850269
436472,4850269
436476.9,4850269
436481.8,4850269
436486.8,4850269
436491.7,4850269
436328.9,4850264
436333.9,4850264
436338.8,4850264
436343.7,4850264
436348.7,4850264
436353.6,4850264
436358.5,4850264
436363.5,4850264
436368.4,4850264
436373.3,4850264
436378.3,4850264
436383.2,4850264
436388.1,4850264
436393.1,4850264
436398,4850264
436402.9,4850264
436407.9,4850264
436412.8,4850264
436417.7,4850264
436422.7,4850264
436427.6,4850264
436432.5,4850264
436437.4,4850264
436442.4,4850264
436447.3,4850264
436452.2,4850264
436457.2,4850264
436462.1,4850264
436467,4850264
436472,4850264
436476.9,4850264
436481.8,4850264
436486.8,4850264
436491.7,4850264
436496.6,4850264
436328.9,4850259
436333.9,4850259
436338.8,4850259
436343.7,4850259
436348.7,4850259
436353.6,4850259
436358.5,4850259
436363.5,4850259
436368.4,4850259
436373.3,4850259
436378.3,4850259
436383.2,4850259
436388.1,4850259
436393.1,4850259
436398,4850259
436402.9,4850259
436407.9,4850259
436412.8,4850259
436417.7,4850259
436422.7,4850259
436427.6,4850259
436432.5,4850259
436437.4,4850259
436442.4,4850259
436447.3,4850259
436452.2,4850259
436457.2,4850259
436462.1,4850259
436467,4850259
436472,4850259
436476.9,4850259
436481.8,4850259
436486.8,4850259
436491.7,4850259
436496.6,4850259
436501.6,4850259
436328.9,4850254
436333.9,4850254
436338.8,4850254
436343.7,4850254
436348.7,4850254
436353.6,4850254
436358.5,4850254
436363.5,4850254
436368.4,4850254
436373.3,4850254
436378.3,4850254
436383.2,4850254
436388.1,4850254
436393.1,4850254
436398,4850254
436402.9,4850254
436407.9,4850254
436412.8,4850254
436417.7,4850254
436422.7,4850254
436427.6,4850254
436432.5,4850254
436437.4,4850254
436442.4,4850254
436447.3,4850254
436452.2,4850254
436457.2,4850254
436462.1,4850254
436467,4850254
436472,4850254
436476.9,4850254
436481.8,4850254
436486.8,4850254
436491.7,4850254
436496.6,4850254
436501.6,4850254
436506.5,4850254
436328.9,4850249
436333.9,4850249
436338.8,4850249
436343.7,4850249
436348.7,4850249
436353.6,4850249
436358.5,4850249
436363.5,4850249
436368.4,4850249
436373.3,4850249
436378.3,4850249
436383.2,4850249
436388.1,4850249
436393.1,4850249
436398,4850249
436402.9,4850249
436407.9,4850249
436412.8,4850249
436417.7,4850249
436422.7,4850249
436427.6,4850249
436432.5,4850249
436437.4,4850249
436442.4,4850249
436447.3,4850249
436452.2,4850249
436457.2,4850249
436462.1,4850249
436467,4850249
436472,4850249
436476.9,4850249
436481.8,4850249
436486.8,4850249
436491.7,4850249
436496.6,4850249
436501.6,4850249
436506.5,4850249
436511.4,4850249
436328.9,4850245
436333.9,4850245
436338.8,4850245
436343.7,4850245
436348.7,4850245
436353.6,4850245
436358.5,4850245
436363.5,4850245
436368.4,4850245
436373.3,4850245
436378.3,4850245
436383.2,4850245
436388.1,4850245
436393.1,4850245
436398,4850245
436402.9,4850245
436407.9,4850245
436412.8,4850245
436417.7,4850245
436422.7,4850245
436427.6,4850245
436432.5,4850245
436437.4,4850245
436442.4,4850245
436447.3,4850245
436452.2,4850245
436457.2,4850245
436462.1,4850245
436467,4850245
436472,4850245
436476.9,4850245
436481.8,4850245
436486.8,4850245
436491.7,4850245
436496.6,4850245
436501.6,4850245
436506.5,4850245
436511.4,4850245
436516.4,4850245
436328.9,4850240
436333.9,4850240
436338.8,4850240
436343.7,4850240
436348.7,4850240
436353.6,4850240
436358.5,4850240
436363.5,4850240
436368.4,4850240
436373.3,4850240
436378.3,4850240
436383.2,4850240
436388.1,4850240
436393.1,4850240
436398,4850240
436402.9,4850240
436407.9,4850240
436412.8,4850240
436417.7,4850240
436422.7,4850240
436427.6,4850240
436432.5,4850240
436437.4,4850240
436442.4,4850240
436447.3,4850240
436452.2,4850240
436457.2,4850240
436462.1,4850240
436467,4850240
436472,4850240
436476.9,4850240
436481.8,4850240
436486.8,4850240
436491.7,4850240
436496.6,4850240
436501.6,4850240
436506.5,4850240
436511.4,4850240
436516.4,4850240
436521.3,4850240
436328.9,4850235
436333.9,4850235
436338.8,4850235
436343.7,4850235
436348.7,4850235
436353.6,4850235
436358.5,4850235
436363.5,4850235
436368.4,4850235
436373.3,4850235
436378.3,4850235
436383.2,4850235
436388.1,4850235
436393.1,4850235
436398,4850235
436402.9,4850235
436407.9,4850235
436412.8,4850235
436417.7,4850235
436422.7,4850235
436427.6,4850235
436432.5,4850235
436437.4,4850235
436442.4,4850235
436447.3,4850235
436452.2,4850235
436457.2,4850235
436462.1,4850235
436467,4850235
436472,4850235
436476.9,4850235
436481.8,4850235
436486.8,4850235
436491.7,4850235
436496.6,4850235
436501.6,4850235
436506.5,4850235
436511.4,4850235
436516.4,4850235
436521.3,4850235
436526.2,4850235
436328.9,4850230
436333.9,4850230
436338.8,4850230
436343.7,4850230
436348.7,4850230
436353.6,4850230
436358.5,4850230
436363.5,4850230
436368.4,4850230
436373.3,4850230
436378.3,4850230
436383.2,4850230
436388.1,4850230
436393.1,4850230
436398,4850230
436402.9,4850230
436407.9,4850230
436412.8,4850230
436417.7,4850230
436422.7,4850230
436427.6,4850230
436432.5,4850230
436437.4,4850230
436442.4,4850230
436447.3,4850230
436452.2,4850230
436457.2,4850230
436462.1,4850230
436467,4850230
436472,4850230
436476.9,4850230
436481.8,4850230
436486.8,4850230
436491.7,4850230
436496.6,4850230
436501.6,4850230
436506.5,4850230
436511.4,4850230
436516.4,4850230
436521.3,4850230
436526.2,4850230
436531.2,4850230
436328.9,4850225
436333.9,4850225
436338.8,4850225
436343.7,4850225
436348.7,4850225
436353.6,4850225
436358.5,4850225
436363.5,4850225
436368.4,4850225
436373.3,4850225
436378.3,4850225
436383.2,4850225
436388.1,4850225
436393.1,4850225
436398,4850225
436402.9,4850225
436407.9,4850225
436412.8,4850225
436417.7,4850225
436422.7,4850225
436427.6,4850225
436432.5,4850225
436437.4,4850225
436442.4,4850225
436447.3,4850225
436452.2,4850225
436457.2,4850225
436462.1,4850225
436467,4850225
436472,4850225
436476.9,4850225
436481.8,4850225
436486.8,4850225
436491.7,4850225
436496.6,4850225
436501.6,4850225
436506.5,4850225
436511.4,4850225
436516.4,4850225
436521.3,4850225
436526.2,4850225
436531.2,4850225
436328.9,4850220
436333.9,4850220
436338.8,4850220
436343.7,4850220
436348.7,4850220
436353.6,4850220
436358.5,4850220
436363.5,4850220
436368.4,4850220
436373.3,4850220
436378.3,4850220
436383.2,4850220
436388.1,4850220
436393.1,4850220
436398,4850220
436402.9,4850220
436407.9,4850220
436412.8,4850220
436417.7,4850220
436422.7,4850220
436427.6,4850220
436432.5,4850220
436437.4,4850220
436442.4,4850220
436447.3,4850220
436452.2,4850220
436457.2,4850220
436462.1,4850220
436467,4850220
436472,4850220
436476.9,4850220
436481.8,4850220
436486.8,4850220
436491.7,4850220
436496.6,4850220
436501.6,4850220
436506.5,4850220
436511.4,4850220
436516.4,4850220
436521.3,4850220
436526.2,4850220
436531.2,4850220
436536.1,4850220
436328.9,4850215
436333.9,4850215
436338.8,4850215
436343.7,4850215
436348.7,4850215
436353.6,4850215
436358.5,4850215
436363.5,4850215
436368.4,4850215
436373.3,4850215
436378.3,4850215
436383.2,4850215
436388.1,4850215
436393.1,4850215
436398,4850215
436402.9,4850215
436407.9,4850215
436412.8,4850215
436417.7,4850215
436422.7,4850215
436427.6,4850215
436432.5,4850215
436437.4,4850215
436442.4,4850215
436447.3,4850215
436452.2,4850215
436457.2,4850215
436462.1,4850215
436467,4850215
436472,4850215
436476.9,4850215
436481.8,4850215
436486.8,4850215
436491.7,4850215
436496.6,4850215
436501.6,4850215
436506.5,4850215
436511.4,4850215
436516.4,4850215
436521.3,4850215
436526.2,4850215
436531.2,4850215
436536.1,4850215
436328.9,4850210
436333.9,4850210
436338.8,4850210
436343.7,4850210
436348.7,4850210
436353.6,4850210
436358.5,4850210
436363.5,4850210
436368.4,4850210
436373.3,4850210
436378.3,4850210
436383.2,4850210
436388.1,4850210
436393.1,4850210
436398,4850210
436402.9,4850210
436407.9,4850210
436412.8,4850210
436417.7,4850210
436422.7,4850210
436427.6,4850210
436432.5,4850210
436437.4,4850210
436442.4,4850210
436447.3,4850210
436452.2,4850210
436457.2,4850210
436462.1,4850210
436467,4850210
436472,4850210
436476.9,4850210
436481.8,4850210
436486.8,4850210
436491.7,4850210
436496.6,4850210
436501.6,4850210
436506.5,4850210
436511.4,4850210
436516.4,4850210
436521.3,4850210
436526.2,4850210
436531.2,4850210
436536.1,4850210
436541,4850210
436328.9,4850205
436333.9,4850205
436338.8,4850205
436343.7,4850205
436348.7,4850205
436353.6,4850205
436358.5,4850205
436363.5,4850205
436368.4,4850205
436373.3,4850205
436378.3,4850205
436383.2,4850205
436388.1,4850205
436393.1,4850205
436398,4850205
436402.9,4850205
436407.9,4850205
436412.8,4850205
436417.7,4850205
436422.7,4850205
436427.6,4850205
436432.5,4850205
436437.4,4850205
436442.4,4850205
436447.3,4850205
436452.2,4850205
436457.2,4850205
436462.1,4850205
436467,4850205
436472,4850205
436476.9,4850205
436481.8,4850205
436486.8,4850205
436491.7,4850205
436496.6,4850205
436501.6,4850205
436506.5,4850205
436511.4,4850205
436516.4,4850205
436521.3,4850205
436526.2,4850205
436531.2,4850205
436536.1,4850205
436541,4850205
436546,4850205
436328.9,4850200
436333.9,4850200
436338.8,4850200
436343.7,4850200
436348.7,4850200
436353.6,4850200
436358.5,4850200
436363.5,4850200
436368.4,4850200
436373.3,4850200
436378.3,4850200
436383.2,4850200
436388.1,4850200
436393.1,4850200
436398,4850200
436402.9,4850200
436407.9,4850200
436412.8,4850200
436417.7,4850200
436422.7,4850200
436427.6,4850200
436432.5,4850200
436437.4,4850200
436442.4,4850200
436447.3,4850200
436452.2,4850200
436457.2,4850200
436462.1,4850200
436467,4850200
436472,4850200
436476.9,4850200
436481.8,4850200
436486.8,4850200
436491.7,4850200
436496.6,4850200
436501.6,4850200
436506.5,4850200
436511.4,4850200
436516.4,4850200
436521.3,4850200
436526.2,4850200
436531.2,4850200
436536.1,4850200
436541,4850200
436546,4850200
436328.9,4850195
436333.9,4850195
436338.8,4850195
436343.7,4850195
436348.7,4850195
436353.6,4850195
436358.5,4850195
436363.5,4850195
436368.4,4850195
436373.3,4850195
436378.3,4850195
436383.2,4850195
436388.1,4850195
436393.1,4850195
436398,4850195
436402.9,4850195
436407.9,4850195
436412.8,4850195
436417.7,4850195
436422.7,4850195
436427.6,4850195
436432.5,4850195
436437.4,4850195
436442.4,4850195
436447.3,4850195
436452.2,4850195
436457.2,4850195
436462.1,4850195
436467,4850195
436472,4850195
436476.9,4850195
436481.8,4850195
436486.8,4850195
436491.7,4850195
436496.6,4850195
436501.6,4850195
436506.5,4850195
436511.4,4850195
436516.4,4850195
436521.3,4850195
436526.2,4850195
436531.2,4850195
436536.1,4850195
436541,4850195
436546,4850195
436550.9,4850195
436328.9,4850190
436333.9,4850190
436338.8,4850190
436343.7,4850190
436348.7,4850190
436353.6,4850190
436358.5,4850190
436363.5,4850190
436368.4,4850190
436373.3,4850190
436378.3,4850190
436383.2,4850190
436388.1,4850190
436393.1,4850190
436398,4850190
436402.9,4850190
436407.9,4850190
436412.8,4850190
436417.7,4850190
436422.7,4850190
436427.6,4850190
436432.5,4850190
436437.4,4850190
436442.4,4850190
436447.3,4850190
436452.2,4850190
436457.2,4850190
436462.1,4850190
436467,4850190
436472,4850190
436476.9,4850190
436481.8,4850190
436486.8,4850190
436491.7,4850190
436496.6,4850190
436501.6,4850190
436506.5,4850190
436511.4,4850190
436516.4,4850190
436521.3,4850190
436526.2,4850190
436531.2,4850190
436536.1,4850190
436541,4850190
436546,4850190
436550.9,4850190
436555.8,4850190
436328.9,4850185
436333.9,4850185
436338.8,4850185
436343.7,4850185
436348.7,4850185
436353.6,4850185
436358.5,4850185
436363.5,4850185
436368.4,4850185
436373.3,4850185
436378.3,4850185
436383.2,4850185
436388.1,4850185
436393.1,4850185
436398,4850185
436402.9,4850185
436407.9,4850185
436412.8,4850185
436417.7,4850185
436422.7,4850185
436427.6,4850185
436432.5,4850185
436437.4,4850185
436442.4,4850185
436447.3,4850185
436452.2,4850185
436457.2,4850185
436462.1,4850185
436467,4850185
436472,4850185
436476.9,4850185
436481.8,4850185
436486.8,4850185
436491.7,4850185
436496.6,4850185
436501.6,4850185
436506.5,4850185
436511.4,4850185
436516.4,4850185
436521.3,4850185
436526.2,4850185
436531.2,4850185
436536.1,4850185
436541,4850185
436546,4850185
436550.9,4850185
436555.8,4850185
436328.9,4850180
436333.9,4850180
436338.8,4850180
436343.7,4850180
436348.7,4850180
436353.6,4850180
436358.5,4850180
436363.5,4850180
436368.4,4850180
436373.3,4850180
436378.3,4850180
436383.2,4850180
436388.1,4850180
436393.1,4850180
436398,4850180
436402.9,4850180
436407.9,4850180
436412.8,4850180
436417.7,4850180
436422.7,4850180
436427.6,4850180
436432.5,4850180
436437.4,4850180
436442.4,4850180
436447.3,4850180
436452.2,4850180
436457.2,4850180
436462.1,4850180
436467,4850180
436472,4850180
436476.9,4850180
436481.8,4850180
436486.8,4850180
436491.7,4850180
436496.6,4850180
436501.6,4850180
436506.5,4850180
436511.4,4850180
436516.4,4850180
436521.3,4850180
436526.2,4850180
436531.2,4850180
436536.1,4850180
436541,4850180
436546,4850180
436550.9,4850180
436555.8,4850180
436560.8,4850180
436328.9,4850175
436333.9,4850175
436338.8,4850175
436343.7,4850175
436348.7,4850175
436353.6,4850175
436358.5,4850175
436363.5,4850175
436368.4,4850175
436373.3,4850175
436378.3,4850175
436383.2,4850175
436388.1,4850175
436393.1,4850175
436398,4850175
436402.9,4850175
436407.9,4850175
436412.8,4850175
436417.7,4850175
436422.7,4850175
436427.6,4850175
436432.5,4850175
436437.4,4850175
436442.4,4850175
436447.3,4850175
436452.2,4850175
436457.2,4850175
436462.1,4850175
436467,4850175
436472,4850175
436476.9,4850175
436481.8,4850175
436486.8,4850175
436491.7,4850175
436496.6,4850175
436501.6,4850175
436506.5,4850175
436511.4,4850175
436516.4,4850175
436521.3,4850175
436526.2,4850175
436531.2,4850175
436536.1,4850175
436541,4850175
436546,4850175
436550.9,4850175
436555.8,4850175
436560.8,4850175
436328.9,4850170
436333.9,4850170
436338.8,4850170
436343.7,4850170
436348.7,4850170
436353.6,4850170
436358.5,4850170
436363.5,4850170
436368.4,4850170
436373.3,4850170
436378.3,4850170
436383.2,4850170
436388.1,4850170
436393.1,4850170
436398,4850170
436402.9,4850170
436407.9,4850170
436412.8,4850170
436417.7,4850170
436422.7,4850170
436427.6,4850170
436432.5,4850170
436437.4,4850170
436442.4,4850170
436447.3,4850170
436452.2,4850170
436457.2,4850170
436462.1,4850170
436467,4850170
436472,4850170
436476.9,4850170
436481.8,4850170
436486.8,4850170
436491.7,4850170
436496.6,4850170
436501.6,4850170
436506.5,4850170
436511.4,4850170
436516.4,4850170
436521.3,4850170
436526.2,4850170
436531.2,4850170
436536.1,4850170
436541,4850170
436546,4850170
436550.9,4850170
436555.8,4850170
436560.8,4850170
436565.7,4850170
436324,4850165
436328.9,4850165
436333.9,4850165
436338.8,4850165
436343.7,4850165
436348.7,4850165
436353.6,4850165
436358.5,4850165
436363.5,4850165
436368.4,4850165
436373.3,4850165
436378.3,4850165
436383.2,4850165
436388.1,4850165
436393.1,4850165
436398,4850165
436402.9,4850165
436407.9,4850165
436412.8,4850165
436417.7,4850165
436422.7,4850165
436427.6,4850165
436432.5,4850165
436437.4,4850165
436442.4,4850165
436447.3,4850165
436452.2,4850165
436457.2,4850165
436462.1,4850165
436467,4850165
436472,4850165
436476.9,4850165
436481.8,4850165
436486.8,4850165
436491.7,4850165
436496.6,4850165
436501.6,4850165
436506.5,4850165
436511.4,4850165
436516.4,4850165
436521.3,4850165
436526.2,4850165
436531.2,4850165
436536.1,4850165
436541,4850165
436546,4850165
436550.9,4850165
436555.8,4850165
436560.8,4850165
436565.7,4850165
436324,4850160
436328.9,4850160
436333.9,4850160
436338.8,4850160
436343.7,4850160
436348.7,4850160
436353.6,4850160
436358.5,4850160
436363.5,4850160
436368.4,4850160
436373.3,4850160
436378.3,4850160
436383.2,4850160
436388.1,4850160
436393.1,4850160
436398,4850160
436402.9,4850160
436407.9,4850160
436412.8,4850160
436417.7,4850160
436422.7,4850160
436427.6,4850160
436432.5,4850160
436437.4,4850160
436442.4,4850160
436447.3,4850160
436452.2,4850160
